project_id,year,domain,model_type,dataset_size,class_imbalance_ratio,label_noise_level,missing_data_ratio,data_leakage,overfitting_score,train_val_gap,unstable_training,underfitting_flag,accuracy,precision,recall,f1_score,roc_auc,failure_type,applied_augmentation,rebalancing_method,architecture_change,threshold_optimization,post_fix_f1_score
PRJ_3331,2020,nlp,Hybrid,93042,0.07918987511424588,0.052605828088987915,0.11574829204770326,0,0.7946477174793508,0.3298343333577681,0,0,0.5565232456677672,0.8452478134978845,0.6320154044178774,0.4158515729479668,0.928353521445288,poor_generalization,GAN,class_weight,0,1,0.5120638198918609
PRJ_3332,2023,fraud,Transformer,16772,0.15670688483374892,0.24851504874582142,0.09443901299641072,0,0.20732851011423692,0.06544431389946302,0,0,0.6360440971297041,0.7049913936661069,0.6804679450827873,0.5793700361361294,0.6258732897257714,poor_generalization,MixUp,class_weight,0,0,0.6596359013653038
PRJ_3333,2018,computer_vision,CNN,87363,0.31201731613066513,0.07537773357105894,0.15898756121973248,0,0.015127087826946828,0.007289187376116857,0,0,0.6828354247958475,0.7888136032570021,0.5181615108726125,0.5175464428097998,0.793227149536218,label_noise,MixUp,none,0,1,0.6172339463718715
PRJ_3334,2020,nlp,XGBoost,6120,0.564753536444239,0.2875382587481382,0.06513167457206218,0,0.2910422019576091,0.2090752997688724,0,0,0.7872327069516265,0.5624132724191306,0.9859880540453287,0.623939614240247,0.8692051031340304,label_noise,SMOTE,oversampling,0,1,0.7120616316957901
PRJ_3335,2019,computer_vision,DenseNet,112916,0.22488512916867984,0.03026349101055966,0.015118619956876023,0,0.6596048064871609,0.18721942002287692,0,1,0.6166234869200854,0.9789562391892959,0.5673773842714472,0.5626871147368596,0.8684402242076834,poor_generalization,MixUp,oversampling,0,0,0.7494848715929534
PRJ_3336,2024,computer_vision,DenseNet,66610,0.3337916170589464,0.2343509817440409,0.18057093482191322,0,0.35585578539133156,0.009170457173852453,0,0,0.5265028527037448,0.5642763042759091,0.9684469074026556,0.46188882026987743,0.7164197993418998,deployment_shift,MixUp,undersampling,0,0,0.6048547465852341
PRJ_3337,2023,nlp,Transformer,56865,0.0829383257031671,0.07346796021323854,0.18406667404893462,0,0.1158450921570573,0.13336980510446975,0,1,0.7233345819945646,0.7093578648175751,0.7129982086210553,0.6340822305446643,0.6207667145407826,class_imbalance,MixUp,undersampling,1,0,0.6951767815609482
PRJ_3338,2026,medical,Transformer,67484,0.363064359392136,0.1811748886465889,0.1134082231036351,0,0.20072271968043431,0.32260338551530504,0,0,0.5578170780465508,0.9828624512613409,0.9149942636035182,0.3909912866782879,0.6448483158517977,data_quality,SMOTE,none,1,0,0.5364557407568067
PRJ_3339,2019,finance,Hybrid,30608,0.3252258867220143,0.007693374660429819,0.24694108727852693,0,0.7416944299363228,0.385134945343905,0,0,0.8326168993612106,0.619331373870514,0.5776630088116843,0.6717745098966816,0.6867236195326801,data_quality,MixUp,oversampling,0,1,0.7603772641353375
PRJ_3340,2025,recommender,Hybrid,63594,0.14801530131650986,0.20320696188815304,0.13187330247394802,0,0.33822898114186206,0.3421440742358903,1,0,0.610697318247913,0.7201949943325396,0.7160063216448891,0.44546715394669734,0.7435157973552784,class_imbalance,none,oversampling,0,0,0.537876610236043
PRJ_3341,2026,fraud,CNN,114753,0.1422698023166151,0.2157741643222336,0.08317652703906955,0,0.7337848609943546,0.14008437230074625,0,0,0.8810470207193635,0.6610189305350299,0.5590063521065123,0.7762451508300082,0.7415785881669619,class_imbalance,MixUp,none,1,0,0.9904940880115277
PRJ_3342,2021,fraud,CNN,104166,0.3156324799698646,0.1337193443212253,0.12283273118578067,0,0.36867765373660455,0.15246018656566235,1,0,0.8365161125367585,0.974990871568234,0.7268239016378275,0.6636692312759558,0.8977623588361059,model_complexity,GAN,undersampling,0,1,0.7141386732461402
PRJ_3343,2026,finance,DenseNet,38032,0.09922754314792856,0.03251567892763336,0.23527373623360437,0,0.28620155161413063,0.1834623131506662,0,0,0.7038935483656069,0.7453143039532575,0.6623316211387251,0.5126155403007863,0.7672872065770602,label_noise,none,undersampling,0,0,0.6997788541255933
PRJ_3344,2021,fraud,XGBoost,11232,0.8885075775823154,0.23501370068545557,0.014317047916170306,1,0.017399333552498675,0.2692534358457141,0,0,0.8246074746449963,0.5048450571981101,0.8031758983933035,0.7403273157915691,0.6402574581684252,poor_generalization,SMOTE,undersampling,0,1,0.8407458991029826
PRJ_3345,2021,recommender,EfficientNet,103521,0.16835813147699127,0.10677981406997825,0.181325342026622,0,0.5214296006680305,0.30704728998597325,0,0,0.6662379691004873,0.9944152659360345,0.8539553613414466,0.5386689877535011,0.8529572975816677,model_complexity,MixUp,class_weight,0,0,0.7486865079507345
PRJ_3346,2022,computer_vision,Transformer,38581,0.07279891909538327,0.0062020046624789325,0.14333786949757843,0,0.882609750835914,0.37103603117185857,0,0,0.5281902412024782,0.9914611480448684,0.5890504229438549,0.3990519946494305,0.7043536326020107,label_noise,MixUp,class_weight,0,0,0.6141183314231049
PRJ_3347,2025,computer_vision,Transformer,3809,0.5361559081584254,0.10430144462867692,0.022448734076707777,0,0.5794014915484921,0.33203532222104437,0,0,0.805813209947839,0.5741385818128357,0.7297844956441976,0.6707007643212937,0.9017962755598363,poor_generalization,SMOTE,oversampling,0,0,0.8856746208692527
PRJ_3348,2020,medical,DenseNet,41583,0.17486569141782382,0.004988191867806679,0.23581199632287203,0,0.8141988807398962,0.2030425911206133,0,0,0.7661183338735562,0.5164200285094469,0.780362696786185,0.6981950615130337,0.7781244549331118,poor_generalization,SMOTE,none,0,0,0.8594372655599347
PRJ_3349,2025,fraud,CNN,62595,0.06642857809517705,0.1353119286135256,0.1333547608363074,0,0.541389203224132,0.34652075052466896,0,0,0.8245396901573729,0.7494733612214218,0.9656118111045549,0.7114572276741246,0.7876535073552152,model_complexity,MixUp,class_weight,1,0,0.8028569907337401
PRJ_3350,2025,medical,XGBoost,76878,0.6254141746405466,0.17712712344677387,0.07239480265453538,0,0.8072190746688005,0.026135654204703318,0,0,0.7156380954786897,0.5326310281231981,0.515817698202762,0.5589085940849632,0.8939669898504601,data_quality,none,none,0,0,0.7657776352285216
PRJ_3351,2021,medical,CNN,45334,0.16908436311694733,0.1707036575531571,0.1783812882960878,0,0.276637117099814,0.14344933002118873,0,0,0.7260431881148854,0.5426785759859749,0.909619588488966,0.5547411315677194,0.8230106524614794,data_quality,GAN,none,0,0,0.7600521026515284
PRJ_3352,2019,finance,CNN,67934,0.411092982298335,0.15087556645387126,0.23879491784307075,0,0.9762011748584312,0.3907976451961201,1,1,0.8638129800890264,0.6520342357015665,0.5185340280439327,0.7421288192716256,0.6995210323761474,poor_generalization,GAN,oversampling,0,0,0.9025367155469646
PRJ_3353,2021,finance,DenseNet,117782,0.34590314689334073,0.11355337771185642,0.1911505325020423,0,0.5478943044524935,0.20940600159809192,0,0,0.627158110213291,0.8408250341758765,0.9519480229688297,0.5687257108605339,0.90672332439861,deployment_shift,none,oversampling,0,1,0.6854864454962687
PRJ_3354,2023,fraud,CNN,44497,0.2751919318662833,0.09396402855641807,0.2183200482764245,0,0.010378363050580708,0.007290753987016618,0,0,0.6135848646874023,0.8904115242282546,0.8849365575062214,0.4257909731344485,0.8894621710218231,label_noise,GAN,class_weight,0,1,0.5988151369791298
PRJ_3355,2020,finance,Hybrid,118326,0.21498552706290677,0.037329186122885515,0.18465525584605041,0,0.9911728954846164,0.2118956752032856,0,0,0.6486106756179106,0.574360268057401,0.5843505631577468,0.513348195275336,0.8071374763357398,deployment_shift,SMOTE,none,0,0,0.7101954000053521
PRJ_3356,2018,recommender,DenseNet,81969,0.31000181408092486,0.11652290974944221,0.10469050353797693,0,0.32495245298119946,0.058258516770393155,0,0,0.609017183703171,0.8077637868654456,0.8219428061719858,0.5392915969135469,0.756550897448099,poor_generalization,MixUp,undersampling,0,0,0.6492937740244292
PRJ_3357,2018,recommender,DenseNet,90964,0.29266553353143493,0.15258744982177938,0.07587366592644457,0,0.1209863320770892,0.06184228250976398,0,0,0.7854129815052198,0.7388555645413024,0.6309600576087899,0.5910524534457522,0.8576370323719502,label_noise,SMOTE,none,1,0,0.7884282310092938
PRJ_3358,2020,nlp,EfficientNet,12057,0.2776947317571711,0.2257737634118621,0.1983184236139434,0,0.5878416657821812,0.2893115198047282,0,0,0.5833798750996873,0.5168353807783668,0.722022998368619,0.507042596978385,0.8215767910706928,deployment_shift,MixUp,class_weight,0,1,0.6297814520683989
PRJ_3359,2019,fraud,EfficientNet,103497,0.20551681673825917,0.18728250144819394,0.06217091676594835,0,0.9558103998258435,0.19609256996272847,0,0,0.6129592679010575,0.7380530739234805,0.6510121838659106,0.5321147240984894,0.9328411875225346,deployment_shift,GAN,class_weight,1,0,0.6308752250892056
PRJ_3360,2025,recommender,CNN,14352,0.2845445306832908,0.2022316863511248,0.12950096075675732,1,0.5575512931970142,0.19376557154779506,0,0,0.8384263730854349,0.8564921123602456,0.6406102808862454,0.7487002233803345,0.7704613362004732,deployment_shift,MixUp,oversampling,0,0,0.9345453277564848
PRJ_3361,2026,nlp,CNN,12582,0.37868475168928206,0.2297653730559556,0.17810318510303036,0,0.9694149259265311,0.27065157220433944,0,1,0.5915591906292088,0.797155168693798,0.8843225686303858,0.5321226090876368,0.7581269876587913,deployment_shift,MixUp,class_weight,0,1,0.7316938900761354
PRJ_3362,2024,nlp,EfficientNet,92303,0.3766699727438096,0.034410890532667916,0.15301215511674873,0,0.42314500439956415,0.09374045188781599,1,0,0.5143561792585243,0.5034463713681381,0.9977271822061289,0.40118197648815623,0.6073800727154655,class_imbalance,none,class_weight,0,1,0.55674001442211
PRJ_3363,2020,recommender,XGBoost,105099,0.3485720329112668,0.11013673701875286,0.1794791335692783,0,0.9353790625954098,0.2491172241455331,0,0,0.6941453092767145,0.589296880017575,0.9464344810776998,0.5346743581783956,0.8297062698759685,poor_generalization,none,oversampling,0,0,0.5861248131026164
PRJ_3364,2025,medical,Hybrid,2688,0.13169644287712853,0.02434079787618354,0.12696573174811882,0,0.8922130602010315,0.28495425659963985,0,0,0.7709032771982469,0.6680929791843611,0.9986907068654383,0.5808054970131458,0.7624569016938286,data_quality,SMOTE,oversampling,1,1,0.7809684918151845
PRJ_3365,2024,nlp,XGBoost,8804,0.17768834966617408,0.04928050999442609,0.14508094360125884,0,0.6215288173584383,0.16575725208919648,0,0,0.718330654364323,0.9361426045637391,0.9854714827031841,0.5271406151450992,0.8279330351351984,deployment_shift,none,class_weight,1,0,0.7685959587601683
PRJ_3366,2021,fraud,CNN,66324,0.12408918332051683,0.009458901573855616,0.06778901983202099,0,0.8519117463213333,0.3061733529339163,0,0,0.7593761594670525,0.5189340700303186,0.8929500481848622,0.5663618207115106,0.6123208742284758,deployment_shift,GAN,oversampling,1,0,0.6955062186664966
PRJ_3367,2023,nlp,CNN,30551,0.2643136411275363,0.1417086971463145,0.03243566530249348,0,0.7331712512848984,0.24240858861911807,0,0,0.8664549405519235,0.8717952678427734,0.8964022504252195,0.7612857885954485,0.622100499166279,model_complexity,GAN,oversampling,0,1,0.8678540509340306
PRJ_3368,2024,recommender,XGBoost,36602,0.09193912482041111,0.06880524269494166,0.06117311054734151,0,0.5616053692068298,0.07971981921385618,0,0,0.6482647783404916,0.543399839059781,0.9910879147869633,0.5717265319559979,0.7602321407876204,model_complexity,MixUp,undersampling,0,0,0.6509360387661245
PRJ_3369,2023,computer_vision,CNN,110787,0.5982431935744992,0.07112431350411402,0.1319282704308924,0,0.9405090649104018,0.10393719377230184,0,0,0.8148857920614778,0.6355663535127833,0.7635903253111094,0.755853775135888,0.8411600087622153,deployment_shift,GAN,none,1,1,0.9094215686489342
PRJ_3370,2025,fraud,DenseNet,4103,0.47481801729534845,0.15802221127859065,0.0793117861394704,0,0.2555311724645274,0.14472746596291283,0,0,0.6785447960802564,0.9125352754990763,0.86013940920808,0.5550462843368882,0.7924174492647119,deployment_shift,none,class_weight,0,0,0.6617435018777433
PRJ_3371,2019,medical,Transformer,1024,0.47018666094707634,0.15828510651835642,0.23767068433433228,0,0.3472452627957221,0.1557542628408881,1,0,0.8314269357491422,0.8459674935285819,0.7132574794058675,0.6830513376178229,0.7181423629055065,data_quality,none,class_weight,0,0,0.7406322770610935
PRJ_3372,2025,finance,Transformer,43782,0.3184263964290214,0.012893810977184905,0.001505800238873034,0,0.7361656050283192,0.3741005471772494,0,0,0.8479636891525584,0.9955788701129018,0.5145109297650189,0.7017740731187947,0.7308948990058444,data_quality,none,undersampling,0,1,0.869307403945371
PRJ_3373,2019,nlp,Hybrid,60136,0.2845694485777343,0.034672085058893916,0.24994660967666738,1,0.732408548065399,0.1592379118985967,0,0,0.8303835738795958,0.5790102375538122,0.8915186714460703,0.6757707965674802,0.6102604152535892,model_complexity,none,undersampling,0,0,0.8055670430865707
PRJ_3374,2023,finance,EfficientNet,63474,0.2589695090623785,0.08506041638318938,0.12088661727312236,0,0.5698002152718847,0.07966671293986538,0,0,0.6482738316620527,0.7488449277386335,0.7072337573763572,0.5861191652253501,0.8670186802609721,label_noise,SMOTE,oversampling,0,1,0.8095446418324014
PRJ_3375,2021,nlp,DenseNet,18811,0.7362822574579899,0.0185316670384533,0.18215022280742968,0,0.6559687408649841,0.3085299556037886,0,0,0.8145366535987142,0.7010521670585448,0.717979807596844,0.6952526798929283,0.7956151277083777,poor_generalization,SMOTE,class_weight,0,0,0.8330645611563592
PRJ_3376,2025,computer_vision,DenseNet,89912,0.45960801085720054,0.22171875711056224,0.17459040528894693,0,0.1941824915687791,0.07410381332445408,1,0,0.7279781842688684,0.6590709122021949,0.9082884012283655,0.5363126649537842,0.8702472983329794,label_noise,SMOTE,class_weight,0,0,0.7773371256470445
PRJ_3377,2021,finance,DenseNet,111729,0.19981558629469515,0.2210676600039257,0.1111089536574067,0,0.6294090704062633,0.14434187835525966,0,0,0.7652803268427328,0.5915941134452505,0.9646859354969168,0.5759661539655163,0.9457522943573853,model_complexity,GAN,none,0,1,0.6262370622663801
PRJ_3378,2026,computer_vision,XGBoost,8832,0.05,0.010678424656358288,0.14410553459509476,0,0.8775600137691921,0.226333324985873,0,0,0.5744597758491576,0.7676668390248644,0.6521222768480566,0.4881623048346917,0.9079896220062953,poor_generalization,SMOTE,undersampling,0,1,0.5428326294782346
PRJ_3379,2019,computer_vision,DenseNet,60142,0.663113128427138,0.2820144325212439,0.03357238524753245,0,0.5339007289903196,0.19602658252534486,0,0,0.6209847165107697,0.7696331067748527,0.5294803083023314,0.5314027606742824,0.8157222756889512,deployment_shift,GAN,none,0,0,0.6807563885089523
PRJ_3380,2023,nlp,EfficientNet,53137,0.34991210876608575,0.13389280253462657,0.0788878985925221,0,0.34688078195463445,0.21891175263809382,0,0,0.621043202618302,0.6117707685024769,0.9434814644243152,0.544015701074203,0.6630052877742316,model_complexity,none,none,1,0,0.6639622572881145
PRJ_3381,2022,recommender,EfficientNet,40900,0.22163212748030442,0.01926791045787598,0.08863611585426998,1,0.5717338827829744,0.3415938746556847,0,0,0.679200606264924,0.890875647495786,0.6922398599203219,0.5793387413202874,0.7292002197373494,model_complexity,GAN,class_weight,0,0,0.6340776945319236
PRJ_3382,2025,medical,EfficientNet,19564,0.05,0.2636858310857687,0.048747301694627265,0,0.9511455681494358,0.15425187836004142,1,0,0.5308038464565734,0.7182864098919237,0.8532563162339086,0.4245459082442061,0.6731706574989142,label_noise,none,oversampling,0,0,0.562572283086684
PRJ_3383,2024,finance,XGBoost,96870,0.3624857886755441,0.14474077510944858,0.03512326870689686,0,0.5177156523596722,0.3354186709383653,0,1,0.5000583757563382,0.5533628347641628,0.9912638794850668,0.30232505006116744,0.8046259271428611,deployment_shift,MixUp,undersampling,0,0,0.5158911978244088
PRJ_3384,2019,medical,Hybrid,100274,0.24572414333189926,0.0032371643096919087,0.02623494118747144,0,0.03791900589331165,0.14658507619147731,0,0,0.7941397883837201,0.9181026410150809,0.9391851126007833,0.7155585066480892,0.9266782922184713,data_quality,GAN,none,0,0,0.868413447063417
PRJ_3385,2023,fraud,Hybrid,5263,0.27420853595281497,0.2795487903504184,0.195425884458908,1,0.2854791474699161,0.02988177974969233,0,0,0.7075961695451252,0.9856933422562747,0.8107517671903418,0.6058651205913657,0.6645423119925365,data_quality,MixUp,class_weight,0,0,0.7381842254787881
PRJ_3386,2020,computer_vision,XGBoost,90361,0.2772676794500687,0.2555340177368049,0.1857312487027159,0,0.09051916362920964,0.03262493546255141,0,0,0.787741298395474,0.5953587095414834,0.6197158853945448,0.6805841234311726,0.7350067986446959,model_complexity,SMOTE,oversampling,1,0,0.7412552790479282
PRJ_3387,2019,medical,DenseNet,103484,0.11298242907160698,0.13283605078955818,0.16033108731455276,0,0.19401267619920592,0.09097086220263058,0,0,0.606541098536389,0.6939398963839076,0.6910173005736502,0.4173952704937384,0.7516028586706702,class_imbalance,none,class_weight,0,0,0.5525702609479431
PRJ_3388,2026,medical,XGBoost,100925,0.41005019685025074,0.27865343774464957,0.06775006192719438,0,0.7017545383655306,0.0930029896732295,0,1,0.6216703187168577,0.7548487754771482,0.6594563220062659,0.5200578756530618,0.7322912329500004,model_complexity,SMOTE,class_weight,0,0,0.5907335336417595
PRJ_3389,2018,fraud,XGBoost,83257,0.13203631044001962,0.10692087875009178,0.22172609616341948,0,0.5334893636426988,0.242961251671027,0,0,0.669981436775144,0.6698966042104002,0.7326844881540823,0.5670038396726444,0.6153745562638392,label_noise,GAN,class_weight,1,1,0.6797358171050376
PRJ_3390,2026,nlp,DenseNet,96493,0.06314091683811499,0.08588730164408202,0.1522295056532588,0,0.7596397455130505,0.30204874235832957,1,0,0.8625084312559701,0.8744140917925138,0.8182577140521292,0.7509412564473027,0.6844159018493552,model_complexity,MixUp,undersampling,0,0,0.9183510092398733
PRJ_3391,2023,medical,Hybrid,8649,0.5820049331157785,0.054802705792816965,0.12103561352177725,0,0.6648771829947442,0.32394348593586886,0,0,0.6079891681889017,0.9458882243145139,0.5762155211453307,0.5196739963849017,0.8416731967214783,class_imbalance,MixUp,none,1,1,0.6350327134742147
PRJ_3392,2026,computer_vision,XGBoost,89785,0.26847726919374904,0.29761413704937995,0.10820998444112723,1,0.562352854539347,0.39220433581276515,0,0,0.8584783078371307,0.9647893579077629,0.5244044315530602,0.7882175403607411,0.7143757226807669,model_complexity,MixUp,none,0,0,0.838904931756183
PRJ_3393,2018,finance,XGBoost,103226,0.05,0.02110550337216689,0.24044834687448804,1,0.11747647492388125,0.04151124855058033,0,0,0.7089742683383944,0.858657670455958,0.7164506406289461,0.5331526315916025,0.6741101197626289,model_complexity,GAN,undersampling,1,0,0.6468517049107807
PRJ_3394,2021,nlp,DenseNet,22601,0.16844019827780377,0.07799142745847139,0.22324759948478964,0,0.8351166008110457,0.021192291169155733,1,0,0.705056008993237,0.9365730405577366,0.5043370217064096,0.554441456346221,0.7422373338996007,poor_generalization,GAN,class_weight,1,1,0.6154233107806054
PRJ_3395,2022,medical,Hybrid,7090,0.4300544420528615,0.10041749683836522,0.16088691252553122,0,0.62070363493629,0.36743549170249934,0,0,0.6697963215227517,0.8740240543100439,0.7720549288599647,0.5226631472416237,0.7326182150111356,deployment_shift,MixUp,undersampling,1,0,0.6246169766989613
PRJ_3396,2022,finance,EfficientNet,15484,0.49075660443439534,0.03877578898596392,0.14156573962637037,0,0.83957822751109,0.01669249188546096,1,0,0.7091121442741775,0.6723500350474592,0.6680896447366225,0.5363500555170567,0.786111860476598,label_noise,GAN,undersampling,0,0,0.6983299584991036
PRJ_3397,2018,finance,Transformer,79796,0.2831535696734387,0.01881495228423642,0.03132825636937159,0,0.7996653555774161,0.36367398254052946,1,0,0.5986884867229803,0.6586021284455896,0.8187912114372919,0.4524342808527233,0.6002428348804392,poor_generalization,SMOTE,oversampling,1,1,0.5358053801080003
PRJ_3398,2019,fraud,XGBoost,90828,0.3217974148620986,0.09742041261565114,0.14523415943077145,0,0.48288713419189466,0.30405579775786634,0,0,0.5036241779398116,0.7348077811788036,0.681562355386722,0.3281337787816037,0.8564639684846957,deployment_shift,SMOTE,oversampling,1,1,0.3839910596821078
PRJ_3399,2019,computer_vision,DenseNet,115253,0.36381038998973697,0.08263771058377399,0.07321714955798947,0,0.7345992377319396,0.10987139019587584,1,0,0.8239156216333712,0.7417875339029449,0.9721737188908479,0.6625561743469557,0.7203933396033819,class_imbalance,GAN,class_weight,1,0,0.7294930884045825
PRJ_3400,2025,nlp,EfficientNet,3022,0.48436828350202665,0.02986464671195702,0.2137207516570335,0,0.33578140054281524,0.32247853087937306,0,0,0.5585507350376595,0.6027966604238999,0.8005092706974462,0.4676288704042058,0.9359048210458742,data_quality,GAN,class_weight,0,1,0.7118469724536154
PRJ_3401,2025,computer_vision,CNN,47339,0.44774618078350087,0.1845029232566275,0.2019166075033336,0,0.3062657313578987,0.17857325459559378,0,0,0.6664363451102465,0.9431206739907222,0.8262277119358278,0.47907392721529846,0.6693418191153339,class_imbalance,none,none,0,0,0.6031543210116681
PRJ_3402,2020,recommender,CNN,2139,0.09717227327996845,0.2527463567795036,0.24971927796884055,0,0.8162058292123043,0.3569713263625772,0,0,0.6161371781843867,0.7837233576233003,0.9081941039092205,0.4945188649240261,0.7819736154679213,class_imbalance,none,undersampling,0,0,0.6856295689801387
PRJ_3403,2022,finance,CNN,82496,0.5170575118397064,0.028446962863007862,0.15399983604497952,0,0.6957383886887241,0.054203194301164936,0,0,0.6701732448161285,0.5708365149019383,0.6436628558134354,0.5731446460436933,0.8245636923306618,deployment_shift,GAN,class_weight,0,1,0.7886663856709333
PRJ_3404,2025,medical,Hybrid,26781,0.3106379361442706,0.012467858919985175,0.14506045690552571,0,0.8955267449956106,0.14376668180196073,0,0,0.5051300771644017,0.9103669864605783,0.8914217462103484,0.3447241385647054,0.896730600879263,data_quality,none,none,1,1,0.4014722054085616
PRJ_3405,2023,recommender,DenseNet,6017,0.3601183783379997,0.18782451908549444,0.1818678053013335,0,0.8068859837913422,0.011964812318735474,0,0,0.6831430161345377,0.6008189917856791,0.6864470427581437,0.5571426823683122,0.6652531615061805,label_noise,MixUp,undersampling,1,1,0.7171382948633008
PRJ_3406,2024,nlp,CNN,34318,0.16314284197076007,0.2935615540193639,0.2081429653953211,0,0.7817300231239284,0.22893089397089492,0,1,0.8869762693470935,0.5574364089956944,0.5904111483769763,0.8004252314875594,0.8885521218411463,label_noise,none,none,0,0,0.9711604192814514
PRJ_3407,2024,medical,EfficientNet,6027,0.05989431691101543,0.22610311105097866,0.13921165017938086,0,0.48749256453890233,0.029718637437551543,1,0,0.6904174559484205,0.8262580356466009,0.6794928866185272,0.6334187441037673,0.7147776176491277,data_quality,GAN,none,1,0,0.7857639158756679
PRJ_3408,2018,computer_vision,Hybrid,33265,0.05813677629874222,0.0902740045512264,0.01622568529206156,0,0.6341905851533136,0.2591766141941332,0,0,0.5311209444278898,0.5887065780145502,0.6796623220695577,0.3531844952522045,0.7960383907507648,model_complexity,MixUp,undersampling,0,1,0.4591582895562888
PRJ_3409,2025,fraud,XGBoost,105084,0.19258755451641324,0.04968570111607385,0.13853380469043192,1,0.7356149866256436,0.13286088725012496,0,0,0.869788821032585,0.6906889241564393,0.8083991199442143,0.790456551022168,0.7871643760800011,label_noise,MixUp,class_weight,0,0,0.912956186520594
PRJ_3410,2026,recommender,DenseNet,15853,0.4226848901317517,0.044818763685059805,0.15251126290746841,0,0.8192250866724828,0.3581831977077888,0,0,0.7501637138112071,0.970606618825035,0.8789351774308412,0.5868003869678391,0.6284788280139882,class_imbalance,none,undersampling,1,0,0.7787663561787619
PRJ_3411,2021,recommender,EfficientNet,52810,0.2326587380361291,0.2933565725279405,0.21179880079116478,0,0.8330225187976915,0.17241350468833483,0,0,0.8699584227836552,0.5448738971851415,0.9801134466950063,0.7367175898148988,0.9483037033199502,label_noise,SMOTE,none,1,0,0.8564656504693005
PRJ_3412,2025,recommender,Hybrid,97756,0.2922371463780417,0.2870466050276329,0.07001695004983488,0,0.7202996697185768,0.30212689278944466,0,0,0.7651545496794323,0.998472583463949,0.8680337561144241,0.6157733809073147,0.930953495725199,label_noise,GAN,undersampling,0,1,0.7563075112750237
PRJ_3413,2018,medical,Transformer,15200,0.3613309961538702,0.2978391049944861,0.016640542574689166,0,0.7873975953966011,0.042044534096708476,1,0,0.8788198702818821,0.6119013826387483,0.5693270228463465,0.8069348536267787,0.8842637438663303,deployment_shift,none,none,0,1,1.0
PRJ_3414,2024,computer_vision,Transformer,92175,0.05581787217147692,0.08725220561410403,0.007070022338844961,0,0.21639102013151545,0.25470440681923645,0,1,0.6008090756508252,0.513055117743153,0.9540989445174,0.5115939429051664,0.7915200908765161,model_complexity,MixUp,class_weight,1,0,0.6210982444249595
PRJ_3415,2021,fraud,Hybrid,53260,0.4555394757744248,0.030057480600150677,0.1467285557157624,0,0.4345030728729893,0.31350911584401087,0,0,0.7219230324078427,0.5385934639346068,0.7805872646011747,0.5559573772209949,0.6591407632286752,data_quality,MixUp,class_weight,1,0,0.7969729963218704
PRJ_3416,2019,fraud,CNN,22521,0.3316463666775448,0.014004458694081833,0.1770847038983896,0,0.4826367415561337,0.22863043247445014,0,0,0.5417241495141062,0.9541354485085283,0.9736472015867044,0.37468895509207634,0.756054129732045,deployment_shift,SMOTE,undersampling,0,0,0.6000581216011396
PRJ_3417,2024,finance,XGBoost,57560,0.5560061338358803,0.20558497015290017,0.16249001137042832,0,0.9144559535436856,0.2865000999483846,0,0,0.6770049971953176,0.6614840921421077,0.8191527482940043,0.5116071291112831,0.9395791633310134,poor_generalization,none,class_weight,1,0,0.6255116112695513
PRJ_3418,2023,finance,CNN,70062,0.05,0.20785006569237083,0.14938355459677247,0,0.28112129639097183,0.298555238180006,1,1,0.6733204503459387,0.5506271105053625,0.6312184516543389,0.5874704099465496,0.8352636880731474,label_noise,SMOTE,none,0,0,0.7654312465247437
PRJ_3419,2021,nlp,XGBoost,106903,0.06404934801455447,0.2939205298282878,0.12167306844364928,0,0.6936074637590649,0.27294363924821696,0,1,0.8904373571157586,0.6140488880389323,0.515056842429706,0.8021842196092035,0.8372898025518711,label_noise,SMOTE,class_weight,0,1,1.0
PRJ_3420,2021,fraud,Transformer,63674,0.23423030981235674,0.06724149469050689,0.08410215844879429,0,0.6938490534212648,0.20636747495461477,0,0,0.5530997802324001,0.9852163841863295,0.7365380827817798,0.3660644060984312,0.6885907976578839,model_complexity,MixUp,class_weight,0,0,0.5404317042817922
PRJ_3421,2019,medical,DenseNet,15144,0.16750480530749037,0.12273269246503912,0.09353603923283893,1,0.6366627899013347,0.31745276905216563,0,0,0.8511993512959126,0.5421945829866164,0.8552465439707979,0.7602822578481172,0.6520820164507127,class_imbalance,SMOTE,none,0,1,0.9267632664613469
PRJ_3422,2022,finance,Hybrid,60481,0.24246131797123263,0.1465614330946021,0.04001375924074674,0,0.8964107553091025,0.2946728011985357,0,0,0.5111317503535072,0.8488966487034342,0.7704424157642622,0.4098884429369424,0.8911915476112229,class_imbalance,none,none,0,0,0.5362939567245062
PRJ_3423,2021,computer_vision,CNN,16279,0.38540801955570586,0.20201347449748025,0.005181946075545618,0,0.05719530835695974,0.33287574692861893,0,0,0.8099144066431783,0.7433997123703999,0.8885617665205618,0.654448635548439,0.667546874640088,poor_generalization,MixUp,oversampling,0,1,0.8179314162768271
PRJ_3424,2020,recommender,CNN,73275,0.08609484602228482,0.23693357157568282,0.13118730430857364,0,0.40528592810067277,0.13587619529905523,0,0,0.5824082037234893,0.8335106360225751,0.5637595567009742,0.4711308161284027,0.8496638529915526,label_noise,SMOTE,none,0,0,0.547346176384035
