Region,SubRegion,Country,DrugGroup,DrugSubGroup,DrugName,Reference year,Kilograms,msCode
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,"""Captagon""",2020,1568.146624,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Other stimulants,2020,0.138,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Other stimulants,2020,0.00017,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Prescription stimulants,Methylphenidate,2020,0.0065,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),"Reported total ATS (excluding ""ecstasy"")","Total amphetamine-type stimulants (ATS) (including the above, all other ATS, and any unspecified/undistinguished quantities of ATS)",2020,4.81134,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2020,0.03769,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,929.321,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2020,0.0537,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2020,627.806,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,1385.084,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2020,0.00706,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2020,3.385,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2020,40.315,ROU
Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,43.496,ROU
Europe,South-Eastern Europe,Romania,Cocaine-type,Coca-type,Coca leaf,2020,0.2692,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.0038,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.0000202,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,"4-bromo-2,5-dimethoxyphenethylamine (2C-B)",2020,0.0023,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Dimethyltryptamine (DMT),2020,3.85,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Other hallucinogens,2020,0.00037,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Other hallucinogens,2020,0.0041,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Reported total hallucinogens,"Total hallucinogens (including the above, all other hallucinogens, and any unspecified/undistinguished quantities of hallucinogens)",2020,0.64607,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2020,0.11833,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2020,0.49899,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),MDMB-CHMICA,2020,0.002,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Heroin,2020,0.0001,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Heroin,2020,63.808,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2020,0.115,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Opium,2020,0.00006,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,"Poppy straw (seed heads, pods or capsules)",2020,7.3,ROU
Europe,South-Eastern Europe,Romania,Opioids,Other illicit opioids,Other illicit opioids,2020,0.0001,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Buprenorphine,2020,0.00025,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2020,0.00476,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2020,0.01945,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Fentanyl,2020,0.00046,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2020,0.01239,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2020,0.0813,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2020,0.0473,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Oxycodone,2020,0.00005,ROU
Europe,South-Eastern Europe,Romania,Precursors,Precursors,Ephedrine,2020,0.03,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Barbiturates,Barbiturates,2020,0.00012,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Barbiturates,Barbiturates,2020,0.004,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2020,0.00092,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2020,0.02,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2020,0.03423,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2020,0.00011,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2020,0.008,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2020,0.02044,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2020,0.01862,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2020,0.02517,ROU
Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,2.677,ROU
Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,13.168974,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2021,0.0026,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2021,8.375,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2021,1.384,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Cathinone,2021,0.11244,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Other stimulants,2021,0.0015,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),"Reported total ATS (excluding ""ecstasy"")","Total amphetamine-type stimulants (ATS) (including the above, all other ATS, and any unspecified/undistinguished quantities of ATS)",2021,0.61,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,498.009,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2021,0.0143,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,3586.348,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,6.136,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2021,0.02115,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2021,0.05336,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2021,0.299,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2021,1341.89,ROU
Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,874.727,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2021,0.00362,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2021,0.0047,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,"4-bromo-2,5-dimethoxyphenethylamine (2C-B)",2021,0.00241,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Dimethyltryptamine (DMT),2021,0.04789,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Mushrooms (hallucinogenic),2021,0.65725,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Reported total hallucinogens,"Total hallucinogens (including the above, all other hallucinogens, and any unspecified/undistinguished quantities of hallucinogens)",2021,0.0524,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2021,,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2021,1.90515,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),JWH-210,2021,0.86,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),MDMB-CHMICA,2021,0.0002,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2021,0.00102,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cathinones,Pentedrone,2021,0.0055,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cathinones,Synthetic cathinones,2021,0.10694,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Heroin,2021,1437.392,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2021,0.05,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2021,0.05086,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2021,0.0066,ROU
Europe,South-Eastern Europe,Romania,Opioids,Other illicit opioids,Other illicit opioids,2021,0.002,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Buprenorphine,2021,0.00005,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2021,0.00406,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2021,0.01075,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Fentanyl,2021,0.04,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2021,0.01534,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2021,0.254,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2021,0.04805,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Oxycodone,2021,0.00005,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Oxycodone,2021,0.0305,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Barbiturates,Barbiturates,2021,0.001,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2021,0.00343,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2021,0.03004,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2021,0.0001,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2021,0.033,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2021,0.00936,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,GBL/GHB,Gamma-Hydroxybutyric acid (GHB),2021,3.694,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2021,0.00147,ROU
Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,2.37216,ROU
Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,12.291205,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,13.96068,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,0.2,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,0.73214,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Other stimulants,Cathinone,2022,16.96863,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),"Reported total ATS (excluding ""ecstasy"")","Total amphetamine-type stimulants (ATS) (including the above, all other ATS, and any unspecified/undistinguished quantities of ATS)",2022,2.04025,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.26946,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.0001,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.00332,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.008,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.00185,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.001,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.02933,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.00015,ROU
Europe,South-Eastern Europe,Romania,Any other drugs/substances,Synthetic cannabinoids under international control,Synthetic cannabinoids under international control,2022,0.09859,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,608.3882,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2022,0.22048,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,652.57672,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,12.58784,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,0,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,60.0456,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,0.1189,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2022,176.92809,ROU
Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,80.11756,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2022,0.0019,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2022,0.0000707,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,"4-bromo-2,5-dimethoxyphenethylamine (2C-B)",2022,0.00146,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,"4-bromo-2,5-dimethoxyphenethylamine (2C-B)",2022,0.007,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Dimethyltryptamine (DMT),2022,0.41442,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Other hallucinogens,2022,0.75264,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,Other Hallucinogens,Other hallucinogens,2022,0.0001,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2022,1.65049,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2022,0.36992,ROU
Europe,South-Eastern Europe,Romania,NPS,Piperazines,Piperazines,2022,0.0001,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),JWH-210,2022,0.17849,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),MDMB-CHMICA,2022,0.00999,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),UR-144,2022,0.00246,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Heroin,2022,0.001,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Heroin,2022,191.28896,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2022,0.00003,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2022,1.049,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2022,0.3941,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Opium,2022,119.3656,ROU
Europe,South-Eastern Europe,Romania,Opioids,Other illicit opioids,Other illicit opioids,2022,0.01025,ROU
Europe,South-Eastern Europe,Romania,Opioids,Other illicit opioids,Other illicit opioids,2022,0.42,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2022,0.00255,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2022,0.004,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Fentanyl,2022,0.02,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Fentanyl,2022,0.4071,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2022,0.00326,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2022,0.055,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2022,0.05785,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Oxycodone,2022,0.001,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Oxycodone,2022,0.5053,ROU
Europe,South-Eastern Europe,Romania,Precursors,Precursors,Acetone,2022,0.01,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Barbiturates,Barbiturates,2022,0.001,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Barbiturates,Barbiturates,2022,0.016,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2022,0.01333,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2022,0.06,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2022,4.41642,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2022,0.00029,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2022,0.0264,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Diazepam,2022,0.0042,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,GBL/GHB,Gamma-Hydroxybutyric acid (GHB),2022,0.043,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2022,0.00069,ROU
Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,4,ROU
Europe,South-Eastern Europe,Romania,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,13,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2019,7,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Prescription stimulants,Prescription stimulants,2019,0,ROU
Europe,South-Eastern Europe,Romania,Amphetamine-type stimulants (excluding “ecstasy”),Prescription stimulants,Pyrovalerone,2019,0,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,1207,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2019,0,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,21,ROU
Europe,South-Eastern Europe,Romania,Cannabis-type drugs (excluding synthetic cannabinoids),Other types of cannabis,Other types of cannabis,2019,555,ROU
Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,1616,ROU
Europe,South-Eastern Europe,Romania,Cocaine-type,Coca-type,Coca leaf,2019,0,ROU
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Ketamine and phencyclidine-type substances,Ketamine and phencyclidine-type substances,2019,1,ROU
Europe,South-Eastern Europe,Romania,NPS,Phenethylamines,2C (psychedelics),2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Plant-based NPS,Mushrooms (hallucinogenic),2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Plant-based NPS,Other hallucinogens,2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (Spice),2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Synthetic cathinones,Synthetic cathinones,2019,0,ROU
Europe,South-Eastern Europe,Romania,NPS,Tryptamines,Tryptamines,2019,2,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Heroin,2019,138,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Illicit morphine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Opioids,Opiates,Opium,2019,3,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Buprenorphine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Codeine,2019,0,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2019,1,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Methadone,2019,0,ROU
Europe,South-Eastern Europe,Romania,Opioids,Pharmaceutical opioids,Oxycodone,2019,0,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Barbiturates,Barbiturates,2019,0,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2019,0,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2019,0,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Non-specified sedatives and tranquillizers,Non-specified sedatives and tranquillizers,2019,0,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2019,0,ROU
Europe,South-Eastern Europe,Romania,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2019,0,ROU
Europe,South-Eastern Europe,Serbia,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,11.2,SRB
Europe,South-Eastern Europe,Serbia,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,1.312182,SRB
Europe,South-Eastern Europe,Serbia,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2020,167.6,SRB
Europe,South-Eastern Europe,Serbia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,6768.56,SRB
Europe,South-Eastern Europe,Serbia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,5.2,SRB
Europe,South-Eastern Europe,Serbia,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,10.6,SRB
Europe,South-Eastern Europe,Serbia,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.01057,SRB
Europe,South-Eastern Europe,Serbia,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2020,0.0000259,SRB
Europe,South-Eastern Europe,Serbia,Opioids,Opiates,Heroin,2020,84.5,SRB
Europe,South-Eastern Europe,Serbia,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2021,128.62912,SRB
Europe,South-Eastern Europe,Serbia,Amphetamine-type stimulants (excluding “ecstasy”),"Reported total ATS (excluding ""ecstasy"")","Total amphetamine-type stimulants (ATS) (including the above, all other ATS, and any unspecified/undistinguished quantities of ATS)",2021,186.8179,SRB
Europe,South-Eastern Europe,Serbia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,8219.43937,SRB
